Distanza,Tempo di esecuzione (s),User time (seconds),System time (seconds),Percent of CPU this job got (%),Elapsed (wall clock) time (s),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes)
10,1.8607818379999799,2.55,0.11,128,2.07,0,0,0,0,155480,0,55,7656,4184,29,0,9200,0,0,0,0,4096
10,2.3281567590000236,2.93,0.10,117,2.58,0,0,0,0,155036,0,55,8169,4183,467,0,9200,0,0,0,0,4096
10,4.034498240999994,4.20,0.13,99,4.35,0,0,0,0,155100,0,55,8171,4182,100,0,9200,0,0,0,0,4096
10,2.83999378499999,3.13,0.15,97,3.35,0,0,0,0,155160,0,55,7660,4184,325,0,9200,0,0,0,0,4096
10,2.5079335559999834,3.15,0.06,116,2.74,0,0,0,0,155188,0,55,7660,4186,202,0,9200,0,0,0,0,4096
10,3.1087542760000133,3.75,0.03,109,3.43,0,0,0,0,155188,0,55,7657,4183,15,0,9200,0,0,0,0,4096
10,2.207054224000018,2.72,0.09,109,2.56,0,0,0,0,155384,0,56,7662,4184,110,0,9200,0,0,0,0,4096
10,2.155964963999992,2.74,0.05,115,2.42,0,0,0,0,155128,0,55,7146,4185,257,0,9200,0,0,0,0,4096
10,2.172992297999997,2.70,0.07,113,2.44,0,0,0,0,155448,0,55,7659,4185,322,0,9200,0,0,0,0,4096
10,1.939950849000013,2.54,0.07,119,2.19,0,0,0,0,155308,0,55,7666,4184,26,0,9200,0,0,0,0,4096
10,1.748537338999995,2.59,0.03,134,1.95,0,0,0,0,155212,0,55,7661,4184,39,0,9200,0,0,0,0,4096
10,1.7754874490000248,2.49,0.09,128,2.01,0,0,0,0,155436,0,55,7660,4185,708,0,9200,0,0,0,0,4096
10,1.8642302469999947,2.47,0.15,125,2.09,0,0,0,0,155068,0,55,8169,4185,447,0,9200,0,0,0,0,4096
10,1.7703841379999972,2.54,0.05,129,1.99,0,0,0,0,155056,0,55,7662,4185,661,0,9200,0,0,0,0,4096
10,1.79459903999998,2.58,0.04,129,2.02,0,0,0,0,155136,0,55,7145,4185,690,0,9200,0,0,0,0,4096
10,1.7034038630000055,2.50,0.05,131,1.94,0,0,0,0,155524,0,57,7154,4186,19,0,9200,0,0,0,0,4096
10,1.869688463999978,2.56,0.10,127,2.09,0,0,0,0,155308,0,55,7666,4183,26,0,9200,0,0,0,0,4096
10,1.7392048160000115,2.55,0.05,133,1.95,0,0,0,0,155192,0,55,7661,4186,29,0,9200,0,0,0,0,4096
10,2.3578210430000013,2.87,0.08,114,2.57,0,0,0,0,155160,0,55,7659,4184,447,0,9200,0,0,0,0,4096
10,1.7849984430000063,2.55,0.02,127,2.03,0,0,0,0,155192,0,55,8168,4185,35,0,9200,0,0,0,0,4096
15,4.19114848000001,4.85,0.17,113,4.42,0,0,0,0,466520,0,55,8577,4186,685,0,9200,0,0,0,0,4096
15,4.28674503900001,4.98,0.08,113,4.47,0,0,0,0,466136,0,55,8566,4185,33,0,9200,0,0,0,0,4096
15,4.320638478999996,5.16,0.05,115,4.51,0,0,0,0,466476,0,55,8578,4184,36,0,9200,0,0,0,0,4096
15,5.985043834999999,6.66,0.10,107,6.28,0,0,0,0,466368,0,55,8570,4183,44,0,9200,0,0,0,0,4096
15,4.481705425000001,5.15,0.08,108,4.84,0,0,0,0,466476,0,56,8067,4184,594,0,9200,0,0,0,0,4096
15,4.229892148000005,5.04,0.07,116,4.41,0,0,0,0,466328,0,55,8577,4185,27,0,9200,0,0,0,0,4096
15,4.347749405999991,5.03,0.14,114,4.51,0,0,0,0,466344,0,55,8571,4184,661,0,9200,0,0,0,0,4096
15,4.453283398000025,5.15,0.12,112,4.68,0,0,0,0,466172,0,55,8569,4185,653,0,9200,0,0,0,0,4096
15,4.139429962000008,4.89,0.08,114,4.36,0,0,0,0,466320,0,55,8580,4186,646,0,9200,0,0,0,0,4096
15,4.222498034000012,5.02,0.09,116,4.4,0,0,0,0,465956,0,56,8571,4185,31,0,9200,0,0,0,0,4096
15,4.236216954999975,5.02,0.07,114,4.46,0,0,0,0,466204,0,55,8571,4184,680,0,9200,0,0,0,0,4096
15,4.184190304000026,5.00,0.06,116,4.35,0,0,0,0,466380,0,55,9082,4184,30,0,9200,0,0,0,0,4096
15,4.840551258999994,5.67,0.07,113,5.05,0,0,0,0,466440,0,55,8577,4184,32,0,9200,0,0,0,0,4096
15,4.633652499999982,5.32,0.11,112,4.84,0,0,0,0,466468,0,55,8600,4184,503,0,9200,0,0,0,0,4096
15,4.987301658000035,5.76,0.06,112,5.19,0,0,0,0,466328,0,55,8065,4184,25,0,9200,0,0,0,0,4096
15,4.166689943999984,4.97,0.10,115,4.38,0,0,0,0,466336,0,55,8569,4184,35,0,9200,0,0,0,0,4096
15,4.202395346000003,4.91,0.13,112,4.47,0,0,0,0,465980,0,55,8056,4184,640,0,9200,0,0,0,0,4096
15,4.338547058000017,5.12,0.06,113,4.56,0,0,0,0,466084,0,55,8568,4185,622,0,9200,0,0,0,0,4096
15,4.781843668000022,5.46,0.15,112,4.97,0,0,0,0,466476,0,55,8066,4184,602,0,9200,0,0,0,0,4096
15,4.241364539000017,4.97,0.07,112,4.47,0,0,0,0,466444,0,55,8572,4184,621,0,9200,0,0,0,0,4096
15,4.335016359999997,5.10,0.08,113,4.55,0,0,0,0,466132,0,59,8569,4190,670,0,9200,0,0,0,0,4096
15,4.383410659999981,4.99,0.09,111,4.56,0,0,0,0,466220,0,55,8575,4185,429,0,9200,0,0,0,0,4096
15,4.259052036000014,5.04,0.06,114,4.47,0,0,0,0,466296,0,55,8061,4185,690,0,9200,0,0,0,0,4096
15,4.269345559999977,5.01,0.11,114,4.48,0,0,0,0,466284,0,55,8059,4185,635,0,9200,0,0,0,0,4096
15,4.176584842000011,5.00,0.07,116,4.35,0,0,0,0,466288,0,55,8061,4186,34,0,9200,0,0,0,0,4096
15,4.148480836000033,4.96,0.08,115,4.37,0,0,0,0,466444,0,55,8577,4185,27,0,9200,0,0,0,0,4096
15,4.232222827999976,4.97,0.10,114,4.45,0,0,0,0,466524,0,55,8574,4184,656,0,9200,0,0,0,0,4096
15,4.485283812999967,5.06,0.15,111,4.66,0,0,0,0,466268,0,55,8568,4184,646,0,9200,0,0,0,0,4096
15,4.112279491000038,4.87,0.14,115,4.34,0,0,0,0,466152,0,55,8572,4184,28,0,9200,0,0,0,0,4096
15,4.223829432000002,5.04,0.08,116,4.4,0,0,0,0,466244,0,55,8566,4185,29,0,9200,0,0,0,0,4096
20,10.008449004999989,10.72,0.22,107,10.2,0,0,0,0,1001112,0,55,8638,4186,48,0,9200,0,0,0,0,4096
20,10.045490169000004,10.76,0.13,106,10.27,0,0,0,0,1000916,0,55,9146,4184,625,0,9200,0,0,0,0,4096
20,9.870597616999987,10.59,0.15,106,10.06,0,0,0,0,1001016,0,55,8638,4184,660,0,9200,0,0,0,0,4096
20,9.940504159999989,10.64,0.15,106,10.16,0,0,0,0,1000940,0,55,8122,4185,650,0,9200,0,0,0,0,4096
20,9.943676584000002,10.73,0.10,106,10.16,0,0,0,0,1001104,0,55,9666,4184,679,0,9200,0,0,0,0,4096
20,10.002660296999977,10.69,0.19,106,10.23,0,0,0,0,1001340,0,55,8134,4186,655,0,9200,0,0,0,0,4096
20,9.966232047000005,10.69,0.17,106,10.18,0,0,0,0,1001100,0,55,9663,4185,722,0,9200,0,0,0,0,4096
20,9.872125368999946,10.55,0.18,106,10.09,0,0,0,0,1000956,0,55,9143,4184,649,0,9200,0,0,0,0,4096
20,9.846962794000035,10.62,0.11,107,10.02,0,0,0,0,1001100,0,55,8130,4185,656,0,9200,0,0,0,0,4096
20,9.961065313000006,10.69,0.14,106,10.18,0,0,0,0,1001060,0,55,8128,4185,640,0,9200,0,0,0,0,4096
20,9.939483226999982,10.62,0.19,106,10.16,0,0,0,0,1001124,0,55,9661,4185,663,0,9200,0,0,0,0,4096
20,9.948907742000017,10.67,0.15,106,10.16,0,0,0,0,1001284,0,55,9667,4185,669,0,9200,0,0,0,0,4096
20,9.868435756999986,10.62,0.11,106,10.09,0,0,0,0,1001116,0,55,9154,4184,693,0,9200,0,0,0,0,4096
20,10.035672537000039,10.80,0.11,106,10.25,0,0,0,0,1000972,0,55,8634,4186,684,0,9200,0,0,0,0,4096
20,9.85972992500001,10.56,0.17,106,10.07,0,0,0,0,1000792,0,55,9149,4186,649,0,9200,0,0,0,0,4096
20,9.82408100999993,10.64,0.13,107,10.04,0,0,0,0,1001076,0,55,9661,4185,25,0,9200,0,0,0,0,4096
20,10.184333691999996,10.86,0.19,106,10.4,0,0,0,0,1001064,0,55,8646,4185,670,0,9200,0,0,0,0,4096
20,10.130068340000093,10.85,0.13,106,10.35,0,0,0,0,1000848,0,55,9147,4184,587,0,9200,0,0,0,0,4096
20,9.771873014999983,10.57,0.14,107,9.95,0,0,0,0,1001040,0,55,8644,4185,35,0,9200,0,0,0,0,4096
20,11.750922607000007,12.51,0.09,105,11.97,0,0,0,0,1000932,0,55,8131,4183,648,0,9200,0,0,0,0,4096
20,13.258957555999928,13.46,0.23,100,13.63,0,0,0,0,1000776,0,55,9657,4184,462,0,9200,0,0,0,0,4096
20,12.234182911000062,12.79,0.13,103,12.47,0,0,0,0,1000932,0,55,7610,4187,335,0,9200,0,0,0,0,4096
20,13.239618612999948,13.75,0.23,103,13.5,0,0,0,0,1001280,0,55,8645,4184,23,0,9200,0,0,0,0,4096
20,13.002676855999994,13.58,0.14,103,13.27,0,0,0,0,1001268,0,55,8132,4185,45,0,9200,0,0,0,0,4096
20,12.729397189999986,13.21,0.20,103,13.01,0,0,0,0,1000976,0,55,8130,4184,45,0,9200,0,0,0,0,4096
20,12.34243776400001,12.78,0.14,102,12.62,0,0,0,0,1001040,0,55,8132,4185,38,0,9200,0,0,0,0,4096
20,12.91563175500005,13.17,0.23,101,13.2,0,0,0,0,1001060,0,55,8641,4183,137,0,9200,0,0,0,0,4096
20,11.990185948999965,12.44,0.12,102,12.26,0,0,0,0,1001016,0,55,8641,4185,513,0,9200,0,0,0,0,4096
20,12.163698839999938,12.52,0.18,102,12.36,0,0,0,0,1001092,0,55,9150,4184,173,0,9200,0,0,0,0,4096
20,12.182440589000066,12.57,0.17,102,12.47,0,0,0,0,1001048,0,55,8638,4185,34,0,9200,0,0,0,0,4096
25,26.460192142999972,26.69,0.48,101,26.76,0,0,0,0,1848320,0,55,9674,4184,286,0,9200,0,0,0,0,4096
25,25.784035696000046,26.07,0.33,101,26.04,0,0,0,0,1848528,0,55,9674,4186,456,0,9200,0,0,0,0,4096
25,25.125999664000005,25.29,0.30,100,25.39,0,0,0,0,1848024,0,55,9667,4185,306,0,9200,0,0,0,0,4096
25,25.40913053600002,25.69,0.28,101,25.65,0,0,0,0,1848304,0,55,10183,4185,257,0,9200,0,0,0,0,4096
25,24.633297506000076,24.80,0.25,100,24.92,0,0,0,0,1848256,0,55,10175,4186,174,0,9200,0,0,0,0,4096
25,24.295607562999976,24.70,0.27,101,24.54,0,0,0,0,1848184,0,55,10188,4185,59,0,9200,0,0,0,0,4096
25,24.14068596300001,24.48,0.31,101,24.4,0,0,0,0,1848244,0,55,10205,4185,41,0,9200,0,0,0,0,4096
25,23.386914029999957,23.70,0.29,101,23.7,0,0,0,0,1848352,0,55,9166,4185,95,0,9200,0,0,0,0,4096
25,23.720253873999923,24.01,0.34,101,23.95,0,0,0,0,1848088,0,56,10175,4188,295,0,9200,0,0,0,0,4096
25,26.731107026000018,27.11,0.35,101,27.03,0,0,0,0,1848440,0,55,9188,4187,132,0,9200,0,0,0,0,4096
25,27.30466611700001,27.53,0.36,101,27.56,0,0,0,0,1848396,0,55,9670,4184,152,0,9200,0,0,0,0,4096
25,27.397960924000017,27.63,0.28,101,27.61,0,0,0,0,1848076,0,55,9154,4186,412,0,9200,0,0,0,0,4096
25,27.109175477999997,27.50,0.35,101,27.35,0,0,0,0,1848540,0,56,9166,4186,193,0,9200,0,0,0,0,4096
25,25.588570456999946,26.04,0.30,102,25.83,0,0,0,0,1848460,0,55,9620,4185,64,0,9200,0,0,0,0,4096
25,27.640126282999972,27.88,0.31,100,27.92,0,0,0,0,1848376,0,55,9670,4185,101,0,9200,0,0,0,0,4096
25,26.329860349,26.77,0.32,102,26.54,0,0,0,0,1850328,0,55,9664,4185,153,0,9200,0,0,0,0,4096
25,26.851942266999913,27.07,0.32,101,27.1,0,0,0,0,1848520,0,55,9164,4185,321,0,9200,0,0,0,0,4096
25,28.03232543299987,28.39,0.34,101,28.27,0,0,0,0,1848500,0,55,10182,4185,306,0,9200,0,0,0,0,4096
25,27.073614357999986,27.18,0.43,100,27.35,0,0,0,0,1848356,0,55,9161,4184,473,0,9200,0,0,0,0,4096
25,27.418192693000037,27.73,0.33,101,27.7,0,0,0,0,1848464,0,55,9198,4184,508,0,9200,0,0,0,0,4096
25,27.289333974999863,27.69,0.32,101,27.53,0,0,0,0,1850488,0,55,9668,4185,465,0,9200,0,0,0,0,4096
25,27.08878619500001,27.59,0.30,102,27.3,0,0,0,0,1848280,0,55,9671,4185,82,0,9200,0,0,0,0,4096
25,27.505472000000054,27.97,0.32,101,27.76,0,0,0,0,1848316,0,55,9666,4186,62,0,9200,0,0,0,0,4096
25,27.25724005799998,27.64,0.34,101,27.52,0,0,0,0,1848520,0,55,10186,4184,68,0,9200,0,0,0,0,4096
25,27.381062451999924,27.70,0.33,101,27.62,0,0,0,0,1848384,0,55,9669,4185,49,0,9200,0,0,0,0,4096
25,27.5249729950001,28.03,0.27,101,27.77,0,0,0,0,1848236,0,55,9670,4184,63,0,9200,0,0,0,0,4096
25,27.314559554000198,27.65,0.36,101,27.51,0,0,0,0,1850676,0,55,9674,4185,404,0,9200,0,0,0,0,4096
25,27.188279515999966,27.75,0.27,102,27.44,0,0,0,0,1848308,0,55,10176,4184,48,0,9200,0,0,0,0,4096
25,27.495425402000137,27.90,0.30,101,27.72,0,0,0,0,1850564,0,55,9670,4187,612,0,9200,0,0,0,0,4096
25,27.489876204999973,27.96,0.33,102,27.72,0,0,0,0,1848268,0,55,10185,4184,566,0,9200,0,0,0,0,4096
30,39.04593215,39.16,0.80,101,39.28,0,0,0,0,3437836,0,57,12002,4213,763,0,9432,0,0,0,0,4096
30,38.356979521000085,38.64,0.54,101,38.58,0,0,0,0,3437652,0,55,11487,4185,241,0,9200,0,0,0,0,4096
30,39.17829164199998,39.61,0.51,101,39.41,0,0,0,0,3437848,0,55,11488,4185,821,0,9200,0,0,0,0,4096
30,38.58717512599992,38.94,0.49,101,38.83,0,0,0,0,3437796,0,55,11487,4184,250,0,9200,0,0,0,0,4096
30,39.031199043000015,39.35,0.51,101,39.23,0,0,0,0,3437796,0,55,11492,4185,500,0,9200,0,0,0,0,4096
30,38.60870579900006,38.94,0.50,101,38.81,0,0,0,0,3437680,0,55,11485,4185,416,0,9200,0,0,0,0,4096
30,39.45690757000011,39.89,0.45,101,39.7,0,0,0,0,3437732,0,56,11490,4185,71,0,9200,0,0,0,0,4096
30,39.093866487000014,39.58,0.42,101,39.33,0,0,0,0,3437892,0,55,11486,4184,808,0,9200,0,0,0,0,4096
30,38.447070495999924,38.75,0.53,101,38.69,0,0,0,0,3437732,0,55,11494,4186,362,0,9200,0,0,0,0,4096
30,43.45994595399998,43.58,0.61,101,43.71,0,0,0,0,3437852,0,55,11483,4186,196,0,9200,0,0,0,0,4096
30,54.095525094000095,54.35,0.51,100,54.4,0,0,0,0,3437688,0,55,11493,4184,359,0,9200,0,0,0,0,4096
30,38.63872910800001,38.85,0.53,101,38.93,0,0,0,0,3437784,0,55,12003,4185,199,0,9200,0,0,0,0,4096
30,38.806638235000264,39.10,0.57,101,39.05,0,0,0,0,3437780,0,55,11492,4186,244,0,9200,0,0,0,0,4096
30,38.972865731000184,39.42,0.49,101,39.22,0,0,0,0,3437620,0,55,11492,4184,62,0,9200,0,0,0,0,4096
30,38.95042991799983,39.32,0.49,101,39.21,0,0,0,0,3437588,0,55,11999,4185,198,0,9200,0,0,0,0,4096
30,39.16235653300009,39.50,0.49,101,39.4,0,0,0,0,3437984,0,55,11495,4184,153,0,9200,0,0,0,0,4096
30,38.364168167000116,38.81,0.50,101,38.61,0,0,0,0,3437776,0,55,10977,4186,123,0,9200,0,0,0,0,4096
30,42.34586191900007,42.70,0.56,101,42.58,0,0,0,0,3437684,0,55,11492,4184,62,0,9200,0,0,0,0,4096
30,43.144268880000254,43.67,0.44,101,43.38,0,0,0,0,3437624,0,55,11488,4185,121,0,9200,0,0,0,0,4096
30,39.08789383900012,39.51,0.50,101,39.33,0,0,0,0,3437900,0,55,11525,4184,62,0,9200,0,0,0,0,4096
30,39.57673703899991,39.84,0.56,101,39.82,0,0,0,0,3437832,0,55,11494,4184,264,0,9200,0,0,0,0,4096
30,39.452577303,39.86,0.46,101,39.68,0,0,0,0,3437684,0,55,11493,4184,485,0,9200,0,0,0,0,4096
30,38.970284441999866,39.37,0.51,101,39.21,0,0,0,0,3437612,0,55,11488,4184,113,0,9200,0,0,0,0,4096
30,39.213004528000056,39.50,0.52,101,39.46,0,0,0,0,3437680,0,55,11486,4186,156,0,9200,0,0,0,0,4096
30,41.61481861199991,41.97,0.52,101,41.86,0,0,0,0,3437836,0,55,11479,4186,737,0,9200,0,0,0,0,4096
30,42.89980622499979,43.10,0.49,100,43.19,0,0,0,0,3437640,0,55,11997,4183,156,0,9200,0,0,0,0,4096
30,50.41872464499966,50.66,0.54,101,50.7,0,0,0,0,3437784,0,55,11489,4184,404,0,9200,0,0,0,0,4096
30,51.55256410899983,51.77,0.62,101,51.83,0,0,0,0,3437848,0,55,11999,4185,204,0,9200,0,0,0,0,4096
30,51.157361192999815,51.39,0.63,101,51.38,0,0,0,0,3437788,0,55,11488,4184,247,0,9200,0,0,0,0,4096
30,50.036113331999786,50.25,0.62,101,50.32,0,0,0,0,3437780,0,55,11488,4184,238,0,9200,0,0,0,0,4096
35,96.677283902,96.44,1.18,100,96.94,0,0,0,0,5265548,0,55,12557,4185,231,0,9200,0,0,0,0,4096
35,76.75079445199981,76.73,0.86,100,77.02,0,0,0,0,5265480,0,55,13575,4185,105,0,9200,0,0,0,0,4096
35,74.07488823300037,73.95,0.84,100,74.33,0,0,0,0,5265320,0,55,13572,4184,403,0,9200,0,0,0,0,4096
35,75.63341410700014,75.60,0.81,100,75.9,0,0,0,0,5265396,0,55,13576,4185,326,0,9200,0,0,0,0,4096
35,87.90816053199978,87.97,0.79,100,88.18,0,0,0,0,5266152,0,57,13047,4188,464,0,9200,0,0,0,0,4096
35,98.7324581060002,98.57,0.95,100,99.03,0,0,0,0,5265388,0,55,13576,4187,492,0,9200,0,0,0,0,4096
35,96.33931239799995,96.14,1.02,100,96.66,0,0,0,0,5265424,0,55,13566,4183,243,0,9200,0,0,0,0,4096
35,93.94880252999974,93.98,0.92,100,94.21000000000001,0,0,0,0,5265528,0,55,13562,4185,149,0,9200,0,0,0,0,4096
35,74.140161412,73.98,0.85,100,74.41,0,0,0,0,5265932,0,55,12534,4186,307,0,9200,0,0,0,0,4096
35,75.71022019199972,75.72,0.87,100,75.98,0,0,0,0,5265480,0,55,13575,4185,348,0,9200,0,0,0,0,4096
35,75.9676529809999,75.82,0.89,100,76.23,0,0,0,0,5265500,0,55,13571,4186,232,0,9200,0,0,0,0,4096
35,90.25336165699991,89.72,1.20,100,90.48,0,0,0,0,5265796,0,55,13558,4186,671,0,9200,0,0,0,0,4096
35,78.86345332000019,77.53,1.42,99,79.1,0,0,0,0,5265492,0,55,13554,4186,117,0,9200,0,0,0,0,4096
35,74.63207481399968,74.64,0.85,100,74.9,0,0,0,0,5265672,0,55,13059,4186,530,0,9200,0,0,0,0,4096
35,74.58699605699985,74.60,0.83,100,74.86,0,0,0,0,5265676,0,55,13566,4187,188,0,9200,0,0,0,0,4096
35,74.77361465000013,74.78,0.82,100,75.03,0,0,0,0,5265504,0,55,13062,4184,169,0,9200,0,0,0,0,4096
35,84.56327200600026,84.40,0.89,100,84.83,0,0,0,0,5265344,0,55,13066,4184,553,0,9200,0,0,0,0,4096
35,97.3533440400006,97.12,1.06,100,97.62,0,0,0,0,5265532,0,55,13024,4185,283,0,9200,0,0,0,0,4096
35,96.55020626999976,96.50,0.94,100,96.86,0,0,0,0,5265436,0,55,13574,4183,466,0,9200,0,0,0,0,4096
35,95.25750454599984,95.25,0.92,100,95.57,0,0,0,0,5265324,0,55,13047,4186,280,0,9200,0,0,0,0,4096
35,73.7020349960003,73.68,0.86,100,73.93,0,0,0,0,5265320,0,55,13055,4186,755,0,9200,0,0,0,0,4096
35,74.45924625600037,74.67,0.70,100,74.69,0,0,0,0,5265288,0,55,13061,4184,876,0,9200,0,0,0,0,4096
35,76.53430403699986,76.49,0.81,100,76.8,0,0,0,0,5265496,0,55,13062,4187,379,0,9200,0,0,0,0,4096
35,72.80004513099993,72.79,0.84,100,73.07,0,0,0,0,5265596,0,55,12549,4184,556,0,9200,0,0,0,0,4096
35,73.62002264500006,73.56,0.82,100,73.9,0,0,0,0,5265396,0,55,13057,4185,366,0,9200,0,0,0,0,4096
35,73.58337699799995,73.44,0.89,100,73.82,0,0,0,0,5265528,0,55,13059,4184,328,0,9200,0,0,0,0,4096
35,89.23921600799986,89.12,0.85,100,89.51,0,0,0,0,5265444,0,55,13056,4186,208,0,9200,0,0,0,0,4096
35,96.91162933099986,96.64,0.99,100,97.22,0,0,0,0,5265328,0,55,13567,4185,332,0,9200,0,0,0,0,4096
35,94.98576922699976,94.82,0.97,100,95.25999999999999,0,0,0,0,5265748,0,55,13022,4188,325,0,9200,0,0,0,0,4096
35,94.32107547000032,94.11,0.99,100,94.59,0,0,0,0,5265520,0,55,13056,4185,218,0,9200,0,0,0,0,4096
40,158.9793115449993,152.05,2.60,96,159.61,0,0,0,0,7309728,0,16764,295066,21598,1092,0,992216,0,0,0,0,4096
40,171.70458373899964,165.11,2.38,97,172.41,0,0,0,0,7417748,0,15454,208595,20386,293,0,881680,0,0,0,0,4096
